RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,Sensor4,acc,depth
3019,2622,5,981,4,,
3020,2650,6,992,5,,
3021,2646,4,989,3,,
3022,2642,6,988,4,,
3023,2643,5,988,3,,
3024,2647,4,990,4,,
3025,2643,4,989,2,,
3026,2645,5,988,0,,
3027,2650,4,991,4,,
3028,2657,6,992,5,,
3029,2636,5,987,4,,
3030,2646,5,987,4,,
3031,2648,4,989,4,,
3032,2658,4,994,7,,
3033,2650,4,991,4,,
3034,2629,4,985,4,,
3035,2660,4,995,3,,
3036,2649,6,991,6,,
3037,2621,6,981,8,,
3038,2652,4,993,3,,
3039,2632,6,986,5,,
3040,2666,6,998,3,,
3041,2655,4,993,6,,
3042,2641,4,991,4,,
3043,2634,5,987,4,,
3044,2630,5,986,4,,
3045,2608,5,977,4,,
3046,2645,5,987,3,,
3047,2647,4,990,4,,
3048,2658,6,993,5,,
3049,2633,5,984,3,,
3050,2646,5,988,3,,
3051,2646,4,990,4,,
3052,2646,5,988,3,,
3053,2644,4,988,3,,
3054,2645,4,989,4,,
3055,2657,4,989,4,,
3056,2622,6,981,5,,
3057,2654,5,992,4,,
3058,2630,6,983,4,,
3059,2661,5,994,4,,
3060,2650,8,992,4,,
3061,2627,5,985,4,,
3062,2662,5,994,4,,
3063,2653,5,995,4,,
3064,2643,6,992,5,,
3065,2637,4,989,4,,
3066,2626,6,983,5,,
3067,2616,1,981,4,,
3068,2612,6,975,4,,
3069,2648,5,983,4,,
3070,2668,5,999,4,,
3071,2666,5,997,4,,
3072,2673,5,988,3,,
3073,2642,5,990,6,,
3074,2645,4,988,4,,
3075,2649,5,990,1,,
3076,2646,5,990,4,,
3077,2647,4,989,3,,
3078,2645,4,988,4,,
3079,2645,4,987,4,,
3080,2647,7,989,5,,
3081,2645,4,990,3,,
3082,2646,4,990,5,,
3083,2644,5,990,4,,
3084,2646,5,989,4,,
3085,2646,5,990,4,,
3086,2644,5,989,4,,
3087,2642,5,989,4,,
3088,2647,6,991,5,,
3089,2643,5,988,3,,
3090,2646,5,990,4,,
3091,2648,4,990,3,,
3092,2646,6,988,4,,
3093,2645,6,990,3,,
3094,2647,4,989,4,,
3095,2648,6,990,3,,
3096,2645,6,990,6,,
3097,2647,5,989,4,,
3098,2647,5,990,5,,
3099,2648,4,990,3,,
3100,2646,5,990,4,,
3101,2645,5,989,3,,
3102,2647,5,987,3,,
3103,2647,4,991,3,,
3104,2645,7,990,4,,
3105,2647,4,990,4,,
3106,2646,5,991,4,,
3107,2647,5,989,4,,
3108,2646,5,989,4,,
3109,2647,4,990,4,,
3110,2643,4,989,3,,
3111,2648,5,991,4,,
3112,2645,4,990,4,,
3113,2645,8,990,4,,
3114,2648,4,990,4,,
3115,2643,5,988,4,,
3116,2645,4,990,3,,
3117,2646,6,991,5,,
3118,2644,4,990,4,,
3119,2648,6,990,4,,
3120,2646,4,991,3,,
3121,2645,4,990,4,,
3122,2647,4,989,4,,
3123,2645,5,991,4,,
3124,2644,5,989,3,,
3125,2646,7,991,5,,
3126,2643,4,989,4,,
3127,2646,5,990,4,,
3128,2643,6,990,4,,
3129,2644,5,988,4,,
3130,2642,5,989,4,,
3131,2646,5,989,4,,
3132,2645,5,990,4,,
3133,2647,6,990,5,,
3134,2645,4,990,4,,
3135,2646,5,990,4,,
3136,2647,5,991,3,,
3137,2644,6,990,6,,
3138,2644,5,990,2,,
3139,2647,5,990,4,,
3140,2644,4,990,4,,
3141,2645,5,991,3,,
3142,2645,5,991,4,,
3143,2648,5,989,0,,
3144,2646,5,990,4,,
3145,2645,5,990,4,,
3146,2645,6,990,6,,
3147,2645,5,990,3,,
3148,2644,6,990,4,,
3149,2644,5,990,3,,
3150,2645,5,988,3,,
3151,2643,5,989,4,,
3152,2646,4,990,4,,
3153,2644,5,989,4,,
3154,2645,6,990,4,,
3155,2645,5,989,3,,
3156,2642,4,990,5,,
3157,2642,4,990,4,,
3158,2645,5,989,4,,
3159,2645,5,991,4,,
3160,2644,5,990,4,,
3161,2644,5,991,3,,
3162,2644,6,991,4,,
3163,2650,5,991,4,,
3164,2645,6,992,6,,
3165,2647,4,990,3,,
3166,2642,4,990,3,,
3167,2648,5,990,4,,
3168,2646,5,989,4,,
3169,2646,5,990,4,,
3170,2643,5,990,4,,
3171,2647,4,990,4,,
3172,2644,5,991,4,,
3173,2647,5,990,4,,
3174,2644,5,988,4,,
3175,2646,4,989,3,,
3176,2640,6,990,3,,
3177,2643,4,989,4,,
3178,2643,5,990,4,,
3179,2646,5,990,5,,
3180,2643,6,992,4,,
3181,2644,5,990,4,,
3182,2642,7,991,5,,
3183,2642,5,989,4,,
3184,2643,8,990,4,,
3185,2645,5,989,3,,
3186,2641,4,990,4,,
3187,2648,5,990,4,,
3188,2643,5,991,4,,
3189,2646,5,989,3,,
3190,2643,7,991,4,,
3191,2646,5,989,3,,
3192,2644,5,989,4,,
3193,2645,4,988,4,,
3194,2643,6,988,4,,
3195,2648,5,989,4,,
3196,2643,4,990,4,,
3197,2648,4,990,4,,
3198,2645,6,991,5,,
3199,2643,5,988,4,,
3200,2646,4,990,4,,
3201,2646,4,990,4,,
3202,2644,5,989,4,,
3203,2645,5,991,4,,
3204,2641,5,990,4,,
3205,2645,4,990,4,,
3206,2642,6,989,5,,
3207,2643,4,989,4,,
3208,2643,5,990,4,,
3209,2646,4,990,4,,
3210,2643,4,989,4,,
3211,2646,5,991,3,,
3212,2643,6,991,5,,
3213,2647,4,990,4,,
3214,2642,6,990,5,,
3215,2648,5,989,4,,
3216,2650,5,988,4,,
3217,2647,5,990,3,,
3218,2643,4,989,4,,
3219,2647,5,988,4,,
3220,2646,6,991,5,,
3221,2648,5,990,4,,
3222,2643,4,988,6,,
3223,2648,5,988,4,,
3224,2643,5,988,4,,
3225,2645,4,987,2,,
3226,2641,4,988,6,,
3227,2646,4,989,4,,
3228,2643,6,991,5,,
3229,2645,4,990,4,,
3230,2643,6,990,4,,
3231,2648,5,989,4,,
3232,2645,4,990,4,,
3233,2647,4,990,5,,
3234,2643,5,990,4,,
3235,2646,4,990,4,,
3236,2643,4,989,4,,
3237,2644,4,989,4,,
3238,2643,5,988,4,,
3239,2648,5,991,4,,
3240,2643,5,988,4,,
3241,2648,5,989,4,,
3242,2646,5,989,4,,
3243,2646,6,991,5,,
3244,2644,5,989,4,,
3245,2646,5,988,5,,
3246,2643,4,987,4,,
3247,2644,4,989,4,,
3248,2648,5,990,4,,
3249,2646,5,988,4,,
3250,2644,5,988,4,,
3251,2644,4,987,4,,
3252,2643,6,991,4,,
3253,2645,5,988,4,,
3254,2643,5,990,4,,
3255,2645,4,991,4,,
3256,2644,5,988,4,,
3257,2645,4,991,1,,
3258,2645,4,990,4,,
3259,2645,5,989,4,,
3260,2645,4,988,4,,
3261,2647,4,990,5,,
3262,2647,4,991,4,,
3263,2648,4,990,3,,
3264,2643,5,989,6,,
3265,2647,4,989,3,,
3266,2648,4,987,4,,
3267,2647,5,990,4,,
3268,2646,5,988,4,,
3269,2647,5,990,4,,
3270,2645,4,987,3,,
3271,2647,5,988,4,,
3272,2646,4,988,4,,
3273,2646,5,988,4,,
3274,2644,4,988,4,,
3275,2646,5,989,4,,
3276,2644,5,988,4,,
3277,2649,2,993,5,,
3278,2643,4,988,4,,
3279,2648,6,991,5,,
3280,2647,5,988,2,,
3281,2647,5,990,4,,
3282,2644,5,990,4,,
3283,2644,4,990,2,,
3284,2645,4,989,3,,
3285,2648,6,991,6,,
3286,2644,4,989,4,,
3287,2646,5,990,5,,
3288,2648,5,989,4,,
3289,2649,8,990,6,,
3290,2647,4,990,3,,
3291,2646,4,990,3,,
3292,2645,5,988,4,,
3293,2647,6,990,5,,
3294,2645,5,990,4,,
3295,2646,5,990,7,,
3296,2644,4,989,4,,
3297,2646,5,990,4,,
3298,2645,4,990,6,,
3299,2643,5,992,6,,
3300,2646,4,990,4,,
3301,2646,5,990,4,,
3302,2645,4,987,4,,
3303,2647,4,990,4,,
3304,2642,4,989,4,,
3305,2646,5,991,0,,
3306,2644,5,990,4,,
3307,2647,6,991,5,,
3308,2648,4,989,4,,
3309,2647,5,990,4,,
3310,2648,5,991,4,,
3311,2643,2,990,4,,
3312,2645,5,989,4,,
3313,2647,5,992,3,,
3314,2646,5,990,4,,
3315,2649,6,990,5,,
3316,2645,4,989,3,,
3317,2646,6,991,5,,
3318,2648,5,988,4,,
3319,2645,5,990,4,,
3320,2647,5,989,4,,
3321,2645,4,989,1,,
3322,2646,4,991,3,,
3323,2644,4,990,3,,
3324,2645,4,991,4,,
3325,2646,5,989,4,,
3326,2645,5,989,2,,
3327,2645,4,990,4,,
3328,2646,5,991,4,,
3329,2645,4,991,3,,
3330,2647,5,990,3,,
3331,2646,5,989,4,,
3332,2646,4,990,4,,
3333,2646,4,991,4,,
3334,2646,6,991,5,,
3335,2645,5,988,4,,
3336,2646,5,991,4,,
3337,2648,5,989,4,,
3338,2645,5,988,4,,
3339,2643,4,990,4,,
3340,2650,6,990,5,,
3341,2648,4,989,4,,
3342,2648,5,991,4,,
3343,2645,4,989,4,,
3344,2645,5,991,4,,
3345,2646,4,989,3,,
3346,2645,4,989,4,,
3347,2644,5,990,4,,
3348,2644,7,991,5,,
3349,2646,5,989,4,,
3350,2646,5,990,4,,
3351,2646,5,989,4,,
3352,2643,5,992,4,,
3353,2645,4,990,4,,
3354,2643,4,990,4,,
3355,2646,4,990,3,,
3356,2647,8,991,5,,
3357,2645,5,990,4,,
3358,2646,4,991,3,,
3359,2645,5,990,3,,
3360,2647,4,990,5,,
3361,2645,5,990,7,,
3362,2646,5,989,4,,
3363,2644,4,988,4,,
3364,2647,4,991,4,,
3365,2646,5,988,4,,
3366,2646,6,990,4,,
3367,2644,6,991,4,,
3368,2643,4,989,3,,
3369,2646,4,989,4,,
3370,2643,5,991,4,,
3371,2642,6,990,3,,
3372,2643,5,991,3,,
3373,2643,6,990,5,,
3374,2645,4,992,6,,
3375,2642,5,990,4,,
3376,2645,4,991,3,,
3377,2646,5,992,4,,
3378,2644,5,988,4,,
3379,2645,1,991,4,,
3380,2644,5,991,4,,
3381,2645,6,990,5,,
3382,2645,4,990,4,,
3383,2646,6,990,4,,
3384,2646,5,992,4,,
3385,2644,5,990,3,,
3386,2643,5,991,4,,
3387,2647,4,990,4,,
3388,2644,5,989,4,,
3389,2646,6,990,5,,
3390,2644,4,991,4,,
3391,2646,5,990,4,,
3392,2648,4,991,4,,
3393,2647,5,988,4,,
3394,2648,4,991,4,,
3395,2642,5,991,4,,
3396,2645,5,989,4,,
3397,2646,5,991,4,,
3398,2644,4,990,4,,
3399,2646,6,990,5,,
3400,2643,5,990,3,,
3401,2645,5,989,4,,
3402,2644,5,990,4,,
3403,2647,5,989,4,,
3404,2643,5,991,4,,
3405,2648,6,991,4,,
3406,2644,4,990,4,,
3407,2646,5,992,4,,
3408,2648,4,989,3,,
3409,2648,4,990,4,,
3410,2646,5,989,3,,
3411,2644,5,989,4,,
3412,2646,5,990,5,,
3413,2647,7,991,5,,
3414,2645,6,990,4,,
3415,2650,5,990,4,,
3416,2643,5,989,4,,
3417,2646,6,990,4,,
3418,2644,5,991,4,,
3419,2645,4,990,4,,
3420,2644,4,989,4,,
3421,2645,6,991,6,,
3422,2644,5,989,4,,
3423,2643,6,990,4,,
3424,2646,5,991,4,,
3425,2647,5,990,6,,
3426,2643,5,990,4,,
3427,2645,5,989,4,,
3428,2646,5,990,4,,
3429,2645,5,990,4,,
3430,2646,5,990,4,,
3431,2645,4,991,4,,
3432,2645,4,990,4,,
3433,2645,4,989,3,,
3434,2645,6,991,4,,
3435,2646,4,989,4,,
3436,2646,6,990,5,,
3437,2646,4,990,4,,
3438,2645,4,989,3,,
3439,2649,5,989,4,,
3440,2645,4,989,3,,
3441,2641,4,989,4,,
3442,2645,6,990,5,,
3443,2644,5,988,4,,
3444,2646,4,989,4,,
3445,2646,4,989,4,,
3446,2647,5,990,4,,
3447,2647,5,990,4,,
3448,2645,5,991,4,,
3449,2644,5,989,4,,
3450,2643,6,992,5,,
3451,2645,4,990,3,,
3452,2644,6,991,4,,
3453,2645,5,989,3,,
3454,2645,5,991,4,,
3455,2646,0,990,4,,
3456,2647,4,990,6,,
3457,2647,5,987,3,,
3458,2651,4,990,4,,
3459,2644,6,989,4,,
3460,2646,5,991,3,,
3461,2645,5,989,4,,
3462,2645,5,990,4,,
3463,2646,5,989,4,,
3464,2647,6,991,5,,
3465,2645,4,988,4,,
3466,2646,6,990,5,,
3467,2643,5,989,4,,
3468,2645,5,990,4,,
3469,2645,4,988,4,,
3470,2646,5,990,4,,
3471,2644,5,988,4,,
3472,2644,6,991,5,,
3473,2647,4,988,4,,
3474,2644,6,990,3,,
3475,2645,4,989,3,,
3476,2646,4,989,4,,
3477,2648,5,991,4,,
3478,2647,6,990,4,,
3479,2646,4,989,3,,
3480,2647,6,992,5,,
3481,2645,5,988,3,,
3482,2646,5,988,5,,
3483,2647,4,988,4,,
3484,2646,4,989,4,,
3485,2648,5,987,4,,
3486,2648,5,989,2,,
3487,2646,6,990,4,,
3488,2645,6,989,4,,
3489,2646,4,989,4,,
3490,2645,5,990,2,,
3491,2643,5,988,3,,
3492,2646,4,988,4,,
3493,2645,5,989,3,,
3494,2644,5,990,4,,
3495,2644,5,989,3,,
3496,2644,5,991,4,,
3497,2644,5,988,4,,
3498,2647,6,991,5,,
3499,2644,4,988,3,,
3500,2646,5,990,4,,
3501,2643,4,989,3,,
3502,2646,5,990,4,,
3503,2644,5,987,3,,
3504,2646,7,989,3,,
3505,2643,4,989,4,,
3506,2648,6,990,5,,
3507,2646,4,989,3,,
3508,2648,6,989,4,,
3509,2645,4,988,3,,
3510,2647,4,989,4,,
3511,2647,5,987,4,,
3512,2650,5,989,4,,
3513,2645,4,988,4,,
3514,2647,6,991,6,,
3515,2646,4,988,4,,
3516,2646,6,991,5,,
3517,2645,4,987,4,,
3518,2644,5,990,3,,
3519,2644,5,989,3,,
3520,2646,5,991,2,,
3521,2644,5,990,7,,
3522,2645,5,993,6,,
3523,2646,5,990,4,,
3524,2645,5,991,4,,
3525,2646,4,989,4,,
3526,2645,5,988,4,,
3527,2646,5,988,3,,
3528,2647,6,992,4,,
3529,2645,4,987,4,,
3530,2646,6,990,5,,
3531,2643,5,987,4,,
3532,2647,5,991,4,,
3533,2645,4,990,3,,
3534,2644,5,988,4,,
3535,2645,5,988,4,,
3536,2641,7,989,4,,
3537,2645,5,989,4,,
3538,2647,5,990,5,,
3539,2645,4,989,4,,
3540,2646,5,991,4,,
3541,2645,5,989,4,,
3542,2646,5,991,3,,
3543,2644,4,990,4,,
3544,2646,6,991,4,,
3545,2648,5,988,4,,
3546,2646,4,988,5,,
3547,2645,4,989,4,,
3548,2644,7,991,4,,
3549,2645,5,987,4,,
3550,2647,4,989,4,,
3551,2644,5,988,4,,
3552,2647,5,990,3,,
3553,2645,5,989,4,,
3554,2646,5,988,4,,
3555,2647,6,989,4,,
3556,2648,4,990,4,,
3557,2646,5,989,4,,
3558,2647,4,989,4,,
3559,2646,5,989,4,,
3560,2649,6,991,5,,
3561,2646,5,989,4,,
3562,2646,5,989,4,,
3563,2643,5,989,4,,
3564,2643,5,989,3,,
3565,2643,4,991,4,,
3566,2645,5,990,4,,
3567,2646,5,989,3,,
3568,2646,4,990,3,,
3569,2643,5,989,3,,
3570,2646,6,990,4,,
3571,2645,5,990,4,,
3572,2645,5,990,4,,
3573,2648,8,991,4,,
3574,2649,5,991,4,,
3575,2644,5,990,4,,
3576,2647,6,990,6,,
3577,2647,4,989,4,,
3578,2646,4,991,5,,
3579,2645,5,987,4,,
3580,2645,6,990,4,,
3581,2643,6,990,4,,
3582,2646,5,989,4,,
3583,2646,5,990,4,,
3584,2645,5,990,4,,
3585,2647,4,990,3,,
3586,2645,4,989,2,,
3587,2646,6,991,3,,
3588,2646,4,990,3,,
3589,2645,4,991,4,,
3590,2646,5,991,4,,
3591,2644,5,989,4,,
3592,2645,4,992,3,,
3593,2644,5,989,4,,
3594,2645,4,990,3,,
3595,2642,5,988,4,,
3596,2646,6,991,6,,
3597,2645,4,989,4,,
3598,2647,5,989,4,,
3599,2643,5,988,3,,
3600,2643,6,990,4,,
3601,2646,5,990,4,,
3602,2643,5,991,4,,
3603,2643,4,989,2,,
3604,2648,7,992,5,,
3605,2643,5,988,3,,
3606,2648,7,990,4,,
3607,2648,5,990,4,,
3608,2645,5,990,4,,
3609,2645,5,992,2,,
3610,2643,4,989,4,,
3611,2643,4,989,3,,
3612,2646,6,991,5,,
3613,2643,4,991,4,,
3614,2644,5,990,1,,
3615,2644,4,987,4,,
3616,2645,5,989,3,,
3617,2645,4,991,4,,
3618,2643,6,990,3,,
3619,2643,5,989,4,,
3620,2646,5,991,3,,
3621,2642,6,988,3,,
3622,2647,5,989,3,,
3623,2644,4,990,3,,
3624,2647,5,991,4,,
3625,2645,5,992,4,,
3626,2647,5,990,4,,
3627,2644,7,990,6,,
3628,2646,5,989,3,,
3629,2643,6,989,5,,
3630,2646,6,989,4,,
3631,2641,4,989,3,,
3632,2646,5,990,4,,
3633,2641,4,989,6,,
3634,2645,4,990,4,,
3635,2646,7,991,5,,
3636,2644,5,991,4,,
3637,2642,5,990,5,,
3638,2645,4,990,4,,
3639,2644,6,990,4,,
3640,2644,2,990,4,,
3641,2643,5,989,2,,
3642,2646,5,991,3,,
3643,2642,5,992,3,,
3644,2646,4,990,4,,
3645,2643,4,990,2,,
3646,2645,5,992,4,,
3647,2643,4,991,4,,
3648,2647,4,991,4,,
3649,2646,4,991,4,,
3650,2645,4,990,4,,
3651,2642,5,990,4,,
3652,2647,5,989,4,,
3653,2646,5,989,4,,
3654,2647,5,989,3,,
3655,2642,5,991,2,,
3656,2645,4,990,4,,
3657,2643,6,989,5,,
3658,2647,5,988,4,,
3659,2642,6,990,4,,
3660,2643,4,990,4,,
3661,2642,6,988,3,,
3662,2645,4,989,3,,
3663,2642,4,989,4,,
3664,2647,6,991,6,,
3665,2642,5,989,3,,
3666,2644,5,989,4,,
3667,2641,4,991,4,,
3668,2647,5,991,3,,
3669,2645,5,989,4,,
3670,2647,5,990,4,,
3671,2642,4,989,4,,
3672,2647,6,991,4,,
3673,2645,4,991,3,,
3674,2648,6,989,4,,
3675,2645,4,990,4,,
3676,2646,5,990,5,,
3677,2640,5,991,4,,
3678,2648,5,990,5,,
3679,2641,5,989,3,,
3680,2645,4,989,4,,
3681,2642,6,990,9,,
3682,2647,4,990,4,,
3683,2644,5,989,4,,
3684,2647,5,989,4,,
3685,2643,6,991,6,,
3686,2645,4,989,3,,
3687,2640,6,990,4,,
3688,2645,4,991,4,,
3689,2640,5,990,4,,
3690,2644,5,991,3,,
3691,2643,5,989,4,,
3692,2644,5,990,4,,
3693,2644,6,991,5,,
3694,2646,5,990,4,,
3695,2644,6,991,5,,
3696,2643,5,990,3,,
3697,2642,4,989,4,,
3698,2647,5,991,4,,
3699,2643,5,990,4,,
3700,2647,4,988,4,,
3701,2646,7,991,5,,
3702,2645,5,989,3,,
3703,2646,6,990,4,,
3704,2648,4,991,4,,
3705,2641,5,990,3,,
3706,2647,5,988,4,,
3707,2643,5,989,3,,
3708,2645,5,989,4,,
3709,2645,7,991,5,,
3710,2644,5,989,4,,
3711,2642,6,990,4,,
3712,2644,4,991,4,,
3713,2645,5,990,6,,
3714,2645,5,991,6,,
3715,2645,5,989,4,,
3716,2648,5,989,2,,
3717,2643,6,992,4,,
3718,2645,4,990,4,,
3719,2646,5,990,4,,
3720,2644,5,988,3,,
3721,2644,5,990,4,,
3722,2651,6,991,4,,
3723,2644,5,987,4,,
3724,2650,5,990,4,,
3725,2642,4,989,3,,
3726,2650,5,989,4,,
3727,2645,4,989,4,,
3728,2646,5,990,4,,
3729,2644,5,988,4,,
3730,2647,6,990,5,,
3731,2643,4,989,3,,
3732,2646,5,990,4,,
3733,2643,5,987,4,,
3734,2648,5,990,4,,
3735,2645,5,989,4,,
3736,2647,4,988,4,,
3737,2644,4,990,4,,
3738,2645,6,991,6,,
3739,2645,5,990,4,,
3740,2646,6,990,3,,
3741,2643,4,987,4,,
3742,2648,5,990,4,,
3743,2646,5,989,4,,
3744,2645,5,991,2,,
3745,2645,4,991,3,,
3746,2647,4,989,3,,
3747,2646,5,990,4,,
3748,2648,5,991,4,,
3749,2640,5,989,3,,
3750,2647,5,990,4,,
3751,2645,4,988,3,,
3752,2649,6,990,5,,
3753,2645,4,987,3,,
3754,2646,5,988,4,,
3755,2646,5,988,4,,
3756,2646,5,990,3,,
3757,2648,4,991,4,,
3758,2646,5,988,3,,
3759,2647,5,990,4,,
3760,2647,6,991,4,,
3761,2644,4,990,4,,
3762,2648,4,990,5,,
3763,2647,4,989,4,,
3764,2650,5,989,6,,
3765,2646,4,990,4,,
3766,2647,5,990,4,,
3767,2647,4,990,3,,
3768,2647,7,991,6,,
3769,2647,4,989,4,,
3770,2650,6,992,5,,
3771,2645,4,988,4,,
3772,2647,5,989,4,,
3773,2644,4,989,3,,
3774,2644,5,989,4,,
3775,2646,4,990,4,,
3776,2646,4,990,4,,
3777,2647,5,988,4,,
3778,2646,5,989,6,,
3779,2645,5,989,5,,
3780,2649,5,990,4,,
3781,2646,6,989,4,,
3782,2647,5,990,4,,
3783,2643,6,989,4,,
3784,2649,4,989,4,,
3785,2646,5,990,4,,
3786,2645,5,989,4,,
3787,2646,5,988,3,,
3788,2647,8,990,4,,
3789,2650,6,989,5,,
3790,2649,5,990,4,,
3791,2642,5,991,5,,
3792,2645,4,990,4,,
3793,2648,4,990,4,,
3794,2645,4,990,4,,
3795,2647,5,990,1,,
3796,2644,5,989,4,,
3797,2646,6,990,5,,
3798,2646,4,988,4,,
3799,2646,6,988,4,,
3800,2646,5,989,2,,
3801,2645,4,990,4,,
3802,2645,7,990,4,,
3803,2646,4,989,2,,
3804,2644,6,988,4,,
3805,2644,4,990,4,,
3806,2644,4,990,3,,
3807,2648,4,990,4,,
3808,2645,5,990,4,,
3809,2646,4,991,2,,
3810,2645,5,990,4,,
3811,2644,5,991,4,,
3812,2647,4,991,4,,
3813,2645,4,991,4,,
3814,2643,5,991,3,,
3815,2645,5,990,4,,
3816,2644,5,989,4,,
3817,2646,5,991,3,,
3818,2645,5,990,3,,
3819,2644,4,990,4,,
3820,2647,5,989,4,,
3821,2645,4,989,4,,
3822,2647,4,989,4,,
3823,2647,6,991,5,,
3824,2646,4,990,4,,
3825,2646,6,991,4,,
3826,2646,5,990,3,,
3827,2644,5,990,4,,
3828,2644,5,989,4,,
3829,2643,4,989,4,,
3830,2645,5,989,3,,
3831,2645,6,992,6,,
3832,2644,5,989,4,,
3833,2644,5,991,4,,
3834,2644,5,991,3,,
3835,2646,5,990,4,,
3836,2645,5,988,4,,
3837,2643,4,990,4,,
3838,2645,5,988,4,,
3839,2649,6,991,5,,
3840,2646,4,989,4,,
3841,2646,5,990,6,,
3842,2644,4,988,4,,
3843,2646,5,990,3,,
3844,2646,5,990,4,,
3845,2645,5,989,4,,
3846,2645,5,989,4,,
3847,2644,4,990,4,,
3848,2646,7,989,4,,
3849,2647,4,989,4,,
3850,2644,6,990,4,,
3851,2643,5,990,3,,
3852,2643,5,988,4,,
3853,2644,4,989,4,,
3854,2644,4,990,4,,
3855,2641,5,990,4,,
3856,2642,6,990,6,,
3857,2643,4,991,4,,
3858,2644,5,990,5,,
3859,2646,5,992,3,,
3860,2645,5,990,3,,
3861,2648,5,987,4,,
3862,2643,4,987,4,,
3863,2644,4,991,4,,
3864,2646,7,991,5,,
3865,2646,4,990,4,,
3866,2646,6,990,4,,
3867,2645,5,989,4,,
3868,2646,5,989,3,,
3869,2644,4,989,4,,
3870,2645,5,989,7,,
3871,2645,5,990,4,,
3872,2646,5,989,4,,
3873,2645,5,988,3,,
3874,2644,4,990,4,,
3875,2643,4,990,4,,
3876,2642,4,988,4,,
3877,2645,6,989,3,,
3878,2641,6,990,3,,
3879,2644,4,989,3,,
3880,2644,6,990,4,,
3881,2641,4,990,4,,
3882,2647,6,990,3,,
3883,2643,4,990,4,,
3884,2647,4,990,3,,
3885,2644,5,989,3,,
3886,2644,4,991,6,,
3887,2643,5,990,4,,
3888,2647,6,990,4,,
3889,2642,5,989,4,,
3890,2646,1,990,4,,
3891,2645,5,989,3,,
3892,2646,4,989,4,,
3893,2643,4,991,4,,
3894,2647,8,989,6,,
3895,2642,5,989,4,,
3896,2646,5,988,5,,
3897,2646,4,989,4,,
3898,2642,8,988,3,,
3899,2642,4,990,3,,
3900,2648,4,989,3,,
3901,2644,5,989,3,,
3902,2646,4,989,5,,
3903,2644,5,989,4,,
3904,2644,4,990,4,,
3905,2645,5,989,2,,
3906,2646,5,991,3,,
3907,2645,4,992,4,,
3908,2645,4,989,4,,
3909,2644,4,990,4,,
3910,2645,5,989,4,,
3911,2645,4,989,2,,
3912,2646,5,988,4,,
3913,2647,4,989,4,,
3914,2647,6,991,5,,
3915,2643,5,989,4,,
3916,2647,4,991,4,,
3917,2644,4,989,4,,
3918,2645,5,987,3,,
3919,2645,4,989,3,,
3920,2642,4,988,4,,
3921,2646,5,991,4,,
3922,2646,6,990,5,,
3923,2645,4,990,4,,
3924,2644,5,990,5,,
3925,2643,5,989,4,,
3926,2644,6,990,3,,
3927,2644,4,991,4,,
3928,2646,5,989,3,,
3929,2645,4,988,4,,
3930,2646,7,991,4,,
3931,2646,5,989,4,,
3932,2647,6,990,4,,
3933,2645,5,989,4,,
3934,2645,4,989,4,,
3935,2645,5,989,4,,
3936,2647,5,990,4,,
3937,2646,5,989,7,,
3938,2647,4,988,4,,
3939,2645,5,990,4,,
3940,2648,4,989,4,,
3941,2647,5,990,4,,
3942,2647,5,990,4,,
3943,2643,4,989,4,,
3944,2646,5,988,4,,
3945,2644,5,989,4,,
3946,2649,5,989,4,,
3947,2645,5,990,3,,
3948,2646,5,988,5,,
3949,2645,5,990,3,,
3950,2646,5,989,4,,
3951,2645,5,989,4,,
3952,2647,5,989,4,,
3953,2645,5,990,3,,
3954,2646,6,989,5,,
3955,2646,5,989,4,,
3956,2646,6,988,3,,
3957,2645,5,989,3,,
3958,2642,4,988,4,,
3959,2645,5,987,4,,
3960,2645,4,988,4,,
3961,2647,5,991,3,,
3962,2645,6,991,5,,
3963,2646,5,988,4,,
3964,2645,5,987,3,,
3965,2647,5,990,4,,
3966,2647,6,990,5,,
3967,2645,5,991,3,,
3968,2647,5,987,4,,
3969,2646,5,989,4,,
3970,2643,5,988,4,,
3971,2647,4,991,4,,
3972,2646,5,987,4,,
3973,2645,5,990,4,,
3974,2646,6,990,4,,
3975,2648,5,990,4,,
3976,2646,4,989,3,,
3977,2646,5,992,4,,
3978,2646,5,988,3,,
3979,2648,5,991,3,,
3980,2647,6,990,5,,
3981,2649,4,990,3,,
3982,2646,6,989,4,,
3983,2648,4,989,4,,
3984,2645,4,989,4,,
3985,2645,5,989,4,,
3986,2646,4,989,4,,
3987,2646,5,989,3,,
3988,2649,6,990,5,,
3989,2652,4,990,4,,
3990,2647,4,989,4,,
3991,2649,4,989,4,,
3992,2646,5,987,4,,
3993,2646,5,989,4,,
3994,2646,6,987,4,,
3995,2646,5,989,3,,
3996,2646,6,989,6,,
3997,2643,5,990,4,,
3998,2646,6,990,4,,
3999,2646,4,990,4,,
4000,2645,5,990,4,,
4001,2647,5,990,6,,
4002,2645,5,990,6,,
4003,2647,4,990,4,,
4004,2647,4,990,4,,
4005,2647,4,992,4,,
4006,2646,6,990,4,,
4007,2646,5,990,4,,
4008,2646,5,988,4,,
4009,2648,5,989,3,,
4010,2647,5,988,4,,
