RECORDED=2021-01-07--11:47:21
radicl VERSION=0.4.2
FIRMWARE REVISION=1.45
HARDWARE REVISION=2
MODEL NUMBER=3
,Sensor1,Sensor2,Sensor3,Sensor4,acc,depth
4011,2645,4,990,4,,
4012,2651,9,989,6,,
4013,2647,5,989,4,,
4014,2647,5,988,5,,
4015,2648,5,990,4,,
4016,2644,4,990,6,,
4017,2648,5,989,3,,
4018,2643,5,987,3,,
4019,2646,5,988,0,,
4020,2644,5,991,7,,
4021,2648,5,990,4,,
4022,2644,4,990,5,,
4023,2646,5,990,4,,
4024,2646,4,988,5,,
4025,2645,5,989,4,,
4026,2643,4,988,4,,
4027,2647,5,991,4,,
4028,2644,8,989,4,,
4029,2646,4,990,4,,
4030,2647,5,989,3,,
4031,2649,5,989,3,,
4032,2647,5,989,2,,
4033,2647,4,991,4,,
4034,2644,5,989,5,,
4035,2647,6,990,4,,
4036,2648,4,990,4,,
4037,2646,5,989,3,,
4038,2646,5,989,4,,
4039,2646,4,987,5,,
4040,2649,6,991,5,,
4041,2645,4,989,4,,
4042,2646,5,988,5,,
4043,2645,4,989,4,,
4044,2644,5,989,3,,
4045,2644,4,986,4,,
4046,2643,5,990,4,,
4047,2642,4,989,4,,
4048,2647,6,991,1,,
4049,2644,4,988,4,,
4050,2646,5,990,4,,
4051,2645,4,991,4,,
4052,2645,5,990,3,,
4053,2647,4,990,4,,
4054,2648,5,989,3,,
4055,2646,4,990,4,,
4056,2645,6,990,5,,
4057,2648,5,989,4,,
4058,2646,6,989,5,,
4059,2648,4,991,3,,
4060,2646,5,989,4,,
4061,2648,4,989,3,,
4062,2646,6,988,4,,
4063,2646,4,990,4,,
4064,2646,5,989,4,,
4065,2646,5,991,3,,
4066,2645,4,990,7,,
4067,2645,5,991,6,,
4068,2644,4,990,4,,
4069,2646,6,991,5,,
4070,2643,5,989,4,,
4071,2646,4,990,4,,
4072,2643,5,987,3,,
4073,2646,5,990,4,,
4074,2643,4,991,3,,
4075,2646,4,990,3,,
4076,2645,5,989,4,,
4077,2643,6,991,5,,
4078,2642,5,990,3,,
4079,2648,6,990,4,,
4080,2646,5,990,4,,
4081,2644,5,990,4,,
4082,2646,5,989,3,,
4083,2647,6,991,4,,
4084,2645,4,990,4,,
4085,2646,4,989,4,,
4086,2646,9,989,3,,
4087,2644,5,989,4,,
4088,2644,6,990,6,,
4089,2646,5,991,4,,
4090,2644,4,989,4,,
4091,2646,5,989,3,,
4092,2644,5,989,3,,
4093,2644,4,989,4,,
4094,2643,8,995,5,,
4095,2644,5,989,4,,
4096,2645,4,990,3,,
4097,2646,5,989,6,,
4098,2642,5,989,4,,
4099,2644,4,989,4,,
4100,2643,4,990,4,,
4101,2647,5,990,4,,
4102,2644,4,990,3,,
4103,2644,4,990,4,,
4104,2644,5,990,4,,
4105,2645,6,991,5,,
4106,2644,5,988,3,,
4107,2646,6,990,4,,
4108,2642,4,991,4,,
4109,2648,4,990,4,,
4110,2643,5,989,4,,
4111,2645,5,989,3,,
4112,2645,4,991,4,,
4113,2646,6,991,5,,
4114,2643,5,990,4,,
4115,2647,6,994,2,,
4116,2640,4,990,4,,
4117,2645,4,990,3,,
4118,2640,5,989,3,,
4119,2645,1,990,4,,
4120,2644,5,990,4,,
4121,2647,6,990,4,,
4122,2643,4,990,4,,
4123,2645,5,990,3,,
4124,2643,4,991,3,,
4125,2644,4,989,3,,
4126,2643,6,991,5,,
4127,2645,4,989,4,,
4128,2643,4,991,6,,
4129,2646,4,990,4,,
4130,2645,4,991,4,,
4131,2645,5,989,3,,
4132,2642,4,993,4,,
4133,2645,5,989,4,,
4134,2642,6,990,4,,
4135,2644,5,989,4,,
4136,2642,5,990,4,,
4137,2645,5,988,4,,
4138,2641,6,990,4,,
4139,2645,5,987,3,,
4140,2645,6,991,5,,
4141,2643,5,989,4,,
4142,2642,4,992,3,,
4143,2645,8,990,4,,
4144,2642,4,990,3,,
4145,2648,4,989,3,,
4146,2643,5,989,4,,
4147,2646,4,991,4,,
4148,2644,7,989,5,,
4149,2645,4,989,4,,
4150,2644,6,991,4,,
4151,2648,4,991,2,,
4152,2642,5,990,4,,
4153,2645,5,989,4,,
4154,2643,5,989,4,,
4155,2647,4,989,4,,
4156,2645,6,989,5,,
4157,2647,5,990,4,,
4158,2644,5,990,4,,
4159,2645,4,990,4,,
4160,2642,4,989,4,,
4161,2645,4,988,4,,
4162,2645,6,989,6,,
4163,2648,5,990,6,,
4164,2642,5,987,4,,
4165,2646,4,991,3,,
4166,2640,5,987,4,,
4167,2646,5,990,0,,
4168,2643,5,988,4,,
4169,2644,5,989,4,,
4170,2643,6,991,4,,
4171,2646,4,988,4,,
4172,2644,5,990,4,,
4173,2646,5,989,4,,
4174,2643,5,988,4,,
4175,2648,5,990,3,,
4176,2645,5,990,3,,
4177,2645,5,988,3,,
4178,2644,7,990,5,,
4179,2648,5,988,3,,
4180,2643,5,990,5,,
4181,2647,4,991,3,,
4182,2645,4,989,4,,
4183,2648,5,988,4,,
4184,2644,6,989,4,,
4185,2647,5,990,4,,
4186,2644,5,991,4,,
4187,2643,5,990,4,,
4188,2646,5,990,4,,
4189,2644,5,989,4,,
4190,2644,4,989,4,,
4191,2648,5,989,4,,
4192,2644,6,989,4,,
4193,2647,5,990,6,,
4194,2645,4,990,4,,
4195,2646,5,990,4,,
4196,2644,4,990,4,,
4197,2646,4,988,3,,
4198,2642,5,989,3,,
4199,2649,5,991,4,,
4200,2644,5,989,4,,
4201,2646,6,990,5,,
4202,2645,4,989,4,,
4203,2646,5,989,4,,
4204,2644,5,989,4,,
4205,2647,4,989,4,,
4206,2643,5,989,3,,
4207,2649,6,989,4,,
4208,2644,5,988,4,,
4209,2647,5,990,4,,
4210,2648,5,989,4,,
4211,2648,5,990,4,,
4212,2643,4,990,4,,
4213,2644,2,990,4,,
4214,2643,5,988,3,,
4215,2647,6,991,4,,
4216,2644,4,989,3,,
4217,2647,5,991,5,,
4218,2646,5,990,4,,
4219,2646,5,988,4,,
4220,2644,5,990,4,,
4221,2646,5,989,4,,
4222,2645,4,991,5,,
4223,2646,6,992,4,,
4224,2646,4,989,4,,
4225,2646,5,989,5,,
4226,2643,5,988,4,,
4227,2652,4,990,4,,
4228,2646,4,990,4,,
4229,2645,5,989,4,,
4230,2645,2,987,0,,
4231,2647,5,991,4,,
4232,2650,7,991,6,,
4233,2646,4,989,4,,
4234,2644,5,991,4,,
4235,2645,5,990,4,,
4236,2644,5,988,4,,
4237,2646,4,988,4,,
4238,2643,5,988,3,,
4239,2648,5,992,4,,
4240,2646,6,991,5,,
4241,2647,5,989,3,,
4242,2646,6,988,4,,
4243,2646,4,988,4,,
4244,2646,5,990,4,,
4245,2649,4,990,4,,
4246,2645,5,990,4,,
4247,2645,4,991,4,,
4248,2647,7,991,5,,
4249,2648,5,990,3,,
4250,2648,9,990,4,,
4251,2648,5,990,3,,
4252,2646,5,989,4,,
4253,2645,4,990,4,,
4254,2647,4,989,3,,
4255,2647,5,989,4,,
4256,2647,4,990,4,,
4257,2645,5,990,5,,
4258,2646,5,989,3,,
4259,2646,5,990,4,,
4260,2647,4,991,4,,
4261,2645,5,990,4,,
4262,2645,5,990,4,,
4263,2646,5,989,4,,
4264,2647,5,990,4,,
4265,2646,6,990,4,,
4266,2645,4,990,2,,
4267,2649,4,989,2,,
4268,2644,4,991,4,,
4269,2644,5,989,4,,
4270,2645,4,991,3,,
4271,2646,7,991,5,,
4272,2647,4,990,4,,
4273,2647,6,989,4,,
4274,2645,5,991,4,,
4275,2647,8,991,4,,
4276,2643,5,988,4,,
4277,2645,4,988,4,,
4278,2648,5,990,4,,
4279,2649,6,989,5,,
4280,2646,5,989,2,,
4281,2646,6,990,5,,
4282,2643,4,989,4,,
4283,2646,5,989,3,,
4284,2644,5,991,4,,
4285,2646,4,990,3,,
4286,2646,6,990,5,,
4287,2643,4,989,2,,
4288,2645,4,991,4,,
4289,2644,5,991,2,,
4290,2645,5,988,4,,
4291,2644,5,991,4,,
4292,2645,4,990,4,,
4293,2649,5,989,4,,
4294,2642,5,989,3,,
4295,2645,4,990,4,,
4296,2647,1,990,6,,
4297,2646,5,989,4,,
4298,2647,5,990,4,,
4299,2646,4,990,4,,
4300,2646,4,989,2,,
4301,2645,5,989,4,,
4302,2645,4,988,4,,
4303,2643,4,989,4,,
4304,2646,3,991,2,,
4305,2644,4,989,3,,
4306,2646,6,991,5,,
4307,2644,4,988,4,,
4308,2642,5,989,6,,
4309,2645,4,989,3,,
4310,2645,5,990,4,,
4311,2645,4,989,3,,
4312,2643,5,991,4,,
4313,2644,4,989,4,,
4314,2645,6,990,5,,
4315,2646,4,991,3,,
4316,2646,5,993,4,,
4317,2642,4,990,4,,
4318,2645,4,991,4,,
4319,2643,5,989,2,,
4320,2646,5,990,6,,
4321,2645,5,990,4,,
4322,2645,5,991,5,,
4323,2645,5,989,4,,
4324,2645,4,991,4,,
4325,2644,5,989,4,,
4326,2648,5,990,4,,
4327,2650,4,989,4,,
4328,2645,4,990,4,,
4329,2643,5,991,3,,
4330,2645,5,989,4,,
4331,2644,5,988,3,,
4332,2645,6,991,5,,
4333,2645,5,990,3,,
4334,2646,5,990,4,,
4335,2645,4,989,4,,
4336,2645,7,990,3,,
4337,2647,4,991,4,,
4338,2643,5,989,4,,
4339,2646,6,990,4,,
4340,2645,4,989,3,,
4341,2644,4,990,5,,
4342,2642,5,990,3,,
4343,2646,5,989,4,,
4344,2645,4,989,4,,
4345,2645,4,989,4,,
4346,2646,3,989,4,,
4347,2647,6,992,5,,
4348,2645,4,992,4,,
4349,2647,6,991,3,,
4350,2642,4,989,3,,
4351,2643,5,989,4,,
4352,2645,4,992,4,,
4353,2644,5,991,4,,
4354,2645,5,988,2,,
4355,2645,4,989,3,,
4356,2645,5,990,4,,
4357,2647,4,990,2,,
4358,2643,5,989,4,,
4359,2645,5,990,4,,
4360,2645,6,990,5,,
4361,2645,5,989,4,,
4362,2646,6,991,5,,
4363,2643,5,990,4,,
4364,2642,5,989,3,,
4365,2644,5,989,4,,
4366,2643,5,990,3,,
4367,2647,5,990,4,,
4368,2645,7,992,5,,
4369,2643,6,989,3,,
4370,2646,4,990,6,,
4371,2643,4,989,4,,
4372,2645,4,990,4,,
4373,2645,4,990,3,,
4374,2645,5,991,4,,
4375,2647,4,989,3,,
4376,2646,6,990,5,,
4377,2644,5,988,4,,
4378,2646,5,990,4,,
4379,2644,5,989,3,,
4380,2646,5,990,3,,
4381,2642,2,989,4,,
4382,2644,5,989,4,,
4383,2644,5,991,4,,
4384,2643,5,988,4,,
4385,2645,6,989,7,,
4386,2643,4,990,6,,
4387,2646,5,990,4,,
4388,2645,6,991,4,,
4389,2641,4,989,3,,
4390,2646,5,991,4,,
4391,2646,8,990,5,,
4392,2645,4,990,5,,
4393,2646,6,990,4,,
4394,2645,4,990,4,,
4395,2646,5,990,4,,
4396,2646,5,989,2,,
4397,2645,4,989,2,,
4398,2645,5,990,4,,
4399,2645,5,990,5,,
4400,2648,6,988,4,,
4401,2647,6,990,4,,
4402,2642,5,989,3,,
4403,2647,4,990,4,,
4404,2642,5,989,3,,
4405,2645,4,988,4,,
4406,2644,4,990,4,,
4407,2647,5,989,6,,
4408,2647,5,990,4,,
4409,2644,6,987,4,,
4410,2643,4,990,4,,
4411,2643,5,988,4,,
4412,2645,4,991,4,,
4413,2644,5,989,3,,
4414,2645,4,990,4,,
4415,2647,6,989,5,,
4416,2647,5,991,3,,
4417,2646,5,990,4,,
4418,2645,5,990,4,,
4419,2647,5,989,4,,
4420,2647,4,990,4,,
4421,2645,4,989,4,,
4422,2647,4,989,4,,
4423,2645,6,989,8,,
4424,2645,5,990,4,,
4425,2643,5,988,5,,
4426,2644,5,989,4,,
4427,2648,5,988,0,,
4428,2646,4,991,4,,
4429,2645,4,990,3,,
4430,2646,5,989,2,,
4431,2645,8,989,8,,
4432,2646,5,990,4,,
4433,2646,6,990,5,,
4434,2644,5,990,4,,
4435,2644,5,990,4,,
4436,2647,4,990,4,,
4437,2647,5,988,4,,
4438,2648,5,991,4,,
4439,2647,4,993,4,,
4440,2649,4,990,4,,
4441,2647,6,990,5,,
4442,2647,4,991,6,,
4443,2647,5,988,3,,
4444,2650,5,990,4,,
4445,2645,5,987,4,,
4446,2648,4,988,4,,
4447,2648,4,988,4,,
4448,2649,5,989,3,,
4449,2648,5,989,4,,
4450,2646,5,989,4,,
4451,2648,4,989,4,,
4452,2646,5,989,3,,
4453,2645,4,988,0,,
4454,2645,4,991,4,,
4455,2646,5,988,4,,
4456,2646,6,991,6,,
4457,2644,5,989,3,,
4458,2646,5,990,4,,
4459,2644,4,989,3,,
4460,2647,4,990,4,,
4461,2645,4,988,4,,
4462,2647,5,989,0,,
4463,2647,5,991,3,,
4464,2647,7,991,5,,
4465,2645,5,990,4,,
4466,2646,6,990,5,,
4467,2648,4,989,3,,
4468,2648,5,990,4,,
4469,2648,5,987,4,,
4470,2647,5,990,2,,
4471,2647,8,988,3,,
4472,2649,6,991,4,,
4473,2645,5,988,4,,
4474,2648,6,990,4,,
4475,2647,5,987,4,,
4476,2646,6,988,4,,
4477,2644,5,988,4,,
4478,2647,6,991,4,,
4479,2646,5,988,4,,
4480,2646,5,990,4,,
4481,2645,4,990,6,,
4482,2647,5,992,6,,
4483,2645,4,989,4,,
4484,2648,4,990,4,,
4485,2645,5,989,2,,
4486,2646,5,990,4,,
4487,2645,8,988,4,,
4488,2646,5,989,3,,
4489,2646,6,991,4,,
4490,2647,5,990,4,,
4491,2647,5,989,4,,
4492,2646,4,990,4,,
4493,2645,4,988,4,,
4494,2643,5,990,4,,
4495,2646,5,992,4,,
4496,2648,5,989,4,,
4497,2648,5,990,4,,
4498,2647,5,991,4,,
4499,2645,4,989,3,,
4500,2648,6,990,4,,
4501,2646,5,989,3,,
4502,2646,4,990,7,,
4503,2645,4,989,4,,
4504,2647,5,989,4,,
4505,2647,5,990,4,,
4506,2648,6,992,4,,
4507,2645,5,989,3,,
4508,2646,6,991,4,,
4509,2645,4,988,4,,
4510,2649,4,990,4,,
4511,2644,5,991,4,,
4512,2648,5,991,4,,
4513,2646,5,990,4,,
4514,2646,5,989,4,,
4515,2647,5,990,6,,
4516,2648,5,991,5,,
4517,2645,5,988,4,,
4518,2647,4,988,4,,
4519,2645,5,990,3,,
4520,2648,6,991,5,,
4521,2645,4,990,4,,
4522,2646,8,989,5,,
4523,2647,4,991,3,,
4524,2644,4,990,4,,
4525,2646,5,989,4,,
4526,2646,5,992,5,,
4527,2644,4,989,4,,
4528,2645,5,991,4,,
4529,2643,5,990,3,,
4530,2648,6,991,4,,
4531,2643,5,989,4,,
4532,2646,5,990,4,,
4533,2643,4,989,4,,
4534,2645,5,988,4,,
4535,2646,4,988,4,,
4536,2646,6,991,6,,
4537,2646,5,988,4,,
4538,2646,5,991,5,,
4539,2643,5,989,4,,
4540,2647,5,989,4,,
4541,2645,5,988,4,,
4542,2646,5,990,4,,
4543,2644,5,990,4,,
4544,2645,5,990,4,,
4545,2647,5,989,4,,
4546,2645,5,989,6,,
4547,2644,4,988,6,,
4548,2645,4,991,4,,
4549,2647,6,991,6,,
4550,2644,5,990,4,,
4551,2644,5,990,4,,
4552,2643,4,990,3,,
4553,2643,4,990,4,,
4554,2642,4,991,4,,
4555,2644,5,989,4,,
4556,2642,5,991,4,,
4557,2648,6,991,4,,
4558,2646,4,988,4,,
4559,2648,6,990,4,,
4560,2643,5,990,4,,
4561,2643,4,991,3,,
4562,2645,4,988,3,,
4563,2642,3,989,4,,
4564,2649,4,990,4,,
4565,2645,6,991,5,,
4566,2645,5,990,4,,
4567,2646,6,990,5,,
4568,2645,5,989,4,,
4569,2644,8,990,4,,
4570,2644,5,989,4,,
4571,2642,5,990,4,,
4572,2646,5,989,4,,
4573,2643,6,991,5,,
4574,2645,4,990,4,,
4575,2643,5,988,4,,
4576,2645,5,991,4,,
4577,2643,4,989,4,,
4578,2644,5,991,4,,
4579,2641,4,990,4,,
4580,2644,4,990,4,,
4581,2643,4,991,4,,
4582,2646,6,988,5,,
4583,2642,5,989,3,,
4584,2644,5,990,4,,
4585,2643,5,989,3,,
4586,2645,5,990,4,,
4587,2644,4,990,3,,
4588,2646,6,990,5,,
4589,2643,4,989,3,,
4590,2646,6,988,4,,
4591,2646,5,989,4,,
4592,2648,5,989,4,,
4593,2641,5,989,3,,
4594,2645,1,989,4,,
4595,2642,4,990,4,,
4596,2645,6,991,4,,
4597,2642,4,989,4,,
4598,2644,6,990,5,,
4599,2642,5,991,3,,
4600,2644,5,988,4,,
4601,2640,4,991,3,,
4602,2645,4,989,4,,
4603,2640,5,988,3,,
4604,2646,6,991,4,,
4605,2643,4,989,4,,
4606,2644,5,990,4,,
4607,2644,5,989,4,,
4608,2645,5,990,3,,
4609,2643,4,989,4,,
4610,2646,5,990,4,,
4611,2645,5,989,4,,
4612,2647,5,990,4,,
4613,2644,6,989,4,,
4614,2645,5,989,3,,
4615,2644,7,989,4,,
4616,2645,4,989,4,,
4617,2645,5,989,4,,
4618,2646,5,989,4,,
4619,2642,6,990,6,,
4620,2646,4,989,4,,
4621,2642,5,988,4,,
4622,2645,4,989,4,,
4623,2645,4,989,4,,
4624,2645,5,989,4,,
4625,2642,0,989,4,,
4626,2644,4,991,4,,
4627,2645,6,991,6,,
4628,2645,4,989,4,,
4629,2642,7,989,4,,
4630,2646,4,990,4,,
4631,2646,5,990,4,,
4632,2646,5,989,3,,
4633,2644,5,990,4,,
4634,2644,5,990,4,,
4635,2643,6,991,5,,
4636,2648,5,990,4,,
4637,2646,5,990,5,,
4638,2647,4,989,4,,
4639,2646,6,987,4,,
4640,2647,5,989,3,,
4641,2643,5,989,3,,
4642,2647,4,991,4,,
4643,2642,5,989,3,,
4644,2645,5,988,4,,
4645,2645,5,990,4,,
4646,2645,4,991,4,,
4647,2641,5,989,4,,
4648,2645,5,989,4,,
4649,2638,4,988,2,,
4650,2644,5,989,5,,
4651,2643,4,990,4,,
4652,2646,5,990,2,,
4653,2645,4,989,4,,
4654,2648,5,990,4,,
4655,2645,5,990,4,,
4656,2646,5,989,3,,
4657,2644,4,989,2,,
4658,2647,6,991,5,,
4659,2641,4,990,4,,
4660,2646,5,990,4,,
4661,2644,4,990,4,,
4662,2647,5,989,4,,
4663,2648,4,987,4,,
4664,2647,5,989,4,,
4665,2645,4,989,3,,
4666,2647,6,989,5,,
4667,2642,4,989,3,,
4668,2646,6,989,4,,
4669,2643,4,988,4,,
4670,2643,5,990,4,,
4671,2646,5,988,2,,
4672,2646,5,988,4,,
4673,2642,5,989,6,,
4674,2645,4,991,4,,
4675,2645,5,988,4,,
4676,2646,5,990,4,,
4677,2644,4,989,4,,
4678,2645,5,991,4,,
4679,2643,4,989,4,,
4680,2645,4,990,3,,
4681,2644,5,990,4,,
4682,2648,5,988,4,,
4683,2644,5,990,4,,
4684,2648,5,989,3,,
4685,2645,4,988,3,,
4686,2647,5,989,4,,
4687,2646,6,991,4,,
4688,2646,4,989,5,,
4689,2646,6,990,4,,
4690,2646,5,990,4,,
4691,2646,5,988,4,,
4692,2646,5,988,0,,
4693,2644,5,989,6,,
4694,2646,5,990,2,,
4695,2643,6,991,5,,
4696,2647,4,989,4,,
4697,2646,6,988,5,,
4698,2645,4,989,2,,
4699,2646,5,990,4,,
4700,2647,5,991,4,,
4701,2644,4,988,3,,
4702,2645,5,991,4,,
4703,2645,6,991,5,,
4704,2647,5,988,4,,
4705,2645,5,990,6,,
4706,2648,4,990,4,,
4707,2646,5,991,4,,
4708,2647,4,990,4,,
4709,2649,4,990,4,,
4710,2647,5,988,4,,
4711,2646,5,989,4,,
4712,2646,5,990,4,,
4713,2646,8,990,3,,
4714,2646,5,991,4,,
4715,2649,6,990,5,,
4716,2645,5,989,3,,
4717,2646,6,990,4,,
4718,2648,6,990,2,,
4719,2646,5,989,4,,
4720,2645,1,989,4,,
4721,2646,4,990,4,,
4722,2646,5,989,4,,
4723,2647,6,990,5,,
4724,2646,5,988,4,,
4725,2648,6,990,5,,
4726,2646,4,990,4,,
4727,2646,4,990,4,,
4728,2645,5,990,3,,
4729,2648,5,990,3,,
4730,2648,5,988,4,,
4731,2646,6,991,6,,
4732,2649,5,989,3,,
4733,2647,6,990,4,,
4734,2649,4,989,4,,
4735,2646,6,990,4,,
4736,2647,6,990,4,,
4737,2644,5,989,4,,
4738,2647,5,989,3,,
4739,2648,5,991,3,,
4740,2647,5,990,3,,
4741,2648,5,989,4,,
4742,2644,5,989,4,,
4743,2647,4,990,4,,
4744,2647,6,991,5,,
4745,2645,5,991,4,,
4746,2645,6,991,4,,
4747,2646,5,991,3,,
4748,2648,5,988,4,,
4749,2645,4,990,3,,
4750,2643,4,991,4,,
4751,2644,5,989,4,,
4752,2646,6,990,5,,
4753,2648,5,991,4,,
4754,2648,8,992,5,,
4755,2647,5,990,3,,
4756,2648,5,990,4,,
4757,2648,1,989,4,,
4758,2647,5,988,4,,
4759,2646,4,989,3,,
4760,2647,6,990,5,,
4761,2647,5,991,3,,
4762,2645,5,990,4,,
4763,2644,5,990,4,,
4764,2646,5,989,4,,
4765,2647,6,991,5,,
4766,2645,4,990,4,,
4767,2642,6,990,4,,
4768,2647,5,990,4,,
4769,2645,5,990,2,,
4770,2645,5,990,4,,
4771,2645,5,990,4,,
4772,2645,4,990,4,,
4773,2643,5,990,4,,
4774,2646,5,990,4,,
4775,2643,5,990,3,,
4776,2647,5,990,4,,
4777,2647,5,990,4,,
4778,2648,6,990,5,,
4779,2648,4,989,4,,
4780,2648,8,989,4,,
4781,2648,5,989,4,,
4782,2645,4,989,4,,
4783,2640,5,989,0,,
4784,2644,5,989,4,,
4785,2645,4,989,4,,
4786,2646,6,990,5,,
4787,2644,5,990,4,,
4788,2646,5,989,4,,
4789,2646,5,988,4,,
4790,2643,4,991,6,,
4791,2644,4,990,4,,
4792,2643,5,991,4,,
4793,2645,5,990,4,,
4794,2645,6,992,5,,
4795,2644,4,991,4,,
4796,2646,6,990,4,,
4797,2643,5,991,3,,
4798,2645,6,989,4,,
4799,2647,4,991,4,,
4800,2647,5,988,4,,
4801,2645,4,991,4,,
4802,2647,4,991,4,,
4803,2644,6,991,4,,
4804,2646,4,990,2,,
4805,2642,5,990,4,,
4806,2645,5,989,4,,
4807,2642,5,989,4,,
4808,2645,5,989,4,,
4809,2641,5,989,4,,
4810,2645,5,988,4,,
4811,2642,6,988,4,,
4812,2645,4,990,4,,
4813,2644,5,990,4,,
4814,2646,5,990,4,,
4815,2643,4,990,4,,
4816,2644,3,988,0,,
4817,2642,4,989,4,,
4818,2642,4,989,4,,
4819,2646,6,990,5,,
4820,2644,4,989,3,,
4821,2643,5,991,4,,
4822,2645,4,989,4,,
4823,2644,5,989,4,,
4824,2646,4,990,3,,
4825,2645,4,991,3,,
4826,2645,4,990,4,,
4827,2647,6,989,6,,
4828,2645,5,989,3,,
4829,2646,6,991,5,,
4830,2645,5,990,4,,
4831,2644,5,988,4,,
4832,2645,4,989,4,,
4833,2645,5,990,4,,
4834,2646,4,989,2,,
4835,2644,5,990,4,,
4836,2644,5,989,4,,
4837,2643,4,987,3,,
4838,2643,4,989,4,,
4839,2644,5,990,4,,
4840,2646,6,991,5,,
4841,2645,4,990,4,,
4842,2648,6,990,5,,
4843,2642,5,989,4,,
4844,2646,5,989,4,,
4845,2643,1,989,4,,
4846,2645,5,989,4,,
4847,2646,4,990,4,,
4848,2645,5,991,4,,
4849,2642,4,990,4,,
4850,2646,4,989,4,,
4851,2643,4,989,4,,
4852,2646,5,990,4,,
4853,2643,4,988,4,,
4854,2646,4,989,3,,
4855,2645,4,989,3,,
4856,2648,6,990,5,,
4857,2645,4,990,3,,
4858,2644,4,989,5,,
4859,2645,4,989,4,,
4860,2646,5,988,4,,
4861,2644,5,989,4,,
4862,2644,4,990,4,,
4863,2645,4,989,4,,
4864,2644,4,989,4,,
4865,2643,5,990,8,,
4866,2644,5,990,6,,
4867,2645,4,990,4,,
4868,2646,5,988,4,,
4869,2643,4,989,4,,
4870,2646,5,989,4,,
4871,2647,6,990,5,,
4872,2645,4,989,4,,
4873,2646,5,991,5,,
4874,2644,5,988,4,,
4875,2644,4,990,4,,
4876,2645,3,989,4,,
4877,2645,4,988,4,,
4878,2645,4,988,3,,
4879,2643,4,988,6,,
4880,2646,5,989,4,,
4881,2644,5,990,5,,
4882,2648,4,989,4,,
4883,2646,0,984,5,,
4884,2648,5,989,3,,
4885,2644,4,990,4,,
4886,2645,4,989,3,,
4887,2645,6,989,8,,
4888,2645,4,989,4,,
4889,2645,6,990,5,,
4890,2646,5,989,4,,
4891,2643,4,990,4,,
4892,2644,5,988,4,,
4893,2645,5,990,4,,
4894,2646,6,989,4,,
4895,2649,6,991,0,,
4896,2647,5,989,3,,
4897,2644,4,989,4,,
4898,2645,5,990,4,,
4899,2646,6,990,3,,
4900,2647,4,988,4,,
4901,2644,4,990,4,,
4902,2646,5,988,4,,
4903,2647,5,992,6,,
4904,2647,4,989,4,,
4905,2646,6,989,4,,
4906,2644,5,987,4,,
4907,2647,5,989,3,,
4908,2646,4,988,4,,
4909,2644,5,988,3,,
4910,2643,4,989,4,,
4911,2645,4,993,8,,
4912,2644,5,988,4,,
4913,2646,6,991,6,,
4914,2644,4,988,4,,
4915,2646,4,989,4,,
4916,2650,7,989,4,,
4917,2645,4,989,2,,
4918,2646,4,987,3,,
4919,2645,4,989,4,,
4920,2645,8,988,4,,
4921,2646,5,989,4,,
4922,2643,4,988,4,,
4923,2645,7,991,4,,
4924,2644,5,987,3,,
4925,2648,6,990,5,,
4926,2644,5,988,4,,
4927,2646,4,989,4,,
4928,2646,4,988,4,,
4929,2646,5,991,3,,
4930,2647,4,988,4,,
4931,2648,4,989,4,,
4932,2645,4,987,3,,
4933,2646,4,990,4,,
4934,2644,5,989,4,,
4935,2646,5,990,5,,
4936,2643,5,988,4,,
4937,2647,5,991,5,,
4938,2642,4,988,4,,
4939,2646,6,990,5,,
4940,2643,7,987,4,,
4941,2647,5,990,4,,
4942,2648,5,988,4,,
4943,2645,5,989,4,,
4944,2645,4,988,4,,
4945,2649,6,991,5,,
4946,2646,5,988,3,,
4947,2648,5,989,4,,
4948,2649,5,988,4,,
4949,2648,5,988,4,,
4950,2646,4,988,4,,
4951,2644,8,989,3,,
4952,2647,4,989,4,,
4953,2645,4,989,4,,
4954,2648,5,986,4,,
4955,2645,5,991,4,,
4956,2645,5,986,3,,
4957,2648,4,990,4,,
4958,2646,5,988,3,,
4959,2645,5,989,4,,
4960,2647,4,989,2,,
4961,2646,5,988,3,,
4962,2644,5,989,3,,
4963,2646,5,990,4,,
4964,2646,4,988,3,,
4965,2649,6,993,5,,
4966,2643,4,989,4,,
4967,2650,4,990,5,,
4968,2643,5,989,4,,
4969,2646,5,990,4,,
4970,2648,5,989,4,,
4971,2647,5,989,4,,
4972,2647,4,990,4,,
4973,2651,6,991,5,,
4974,2645,5,988,4,,
4975,2646,6,988,4,,
4976,2648,5,989,3,,
4977,2648,5,990,4,,
4978,2645,5,990,4,,
4979,2646,5,989,4,,
4980,2644,5,988,4,,
4981,2645,6,991,5,,
4982,2645,4,989,4,,
4983,2646,4,988,4,,
4984,2643,4,990,4,,
4985,2646,6,990,4,,
4986,2646,5,989,4,,
4987,2645,6,990,4,,
4988,2645,4,990,4,,
4989,2646,6,991,5,,
4990,2647,5,989,3,,
4991,2648,5,990,4,,
4992,2648,5,989,3,,
4993,2647,4,991,6,,
4994,2647,5,990,4,,
4995,2647,5,989,4,,
4996,2646,4,990,4,,
4997,2646,5,989,4,,
4998,2646,6,990,4,,
4999,2647,5,990,4,,
5000,2648,6,990,5,,
5001,2646,5,989,3,,
5002,2647,5,988,4,,
